회사명,주요제품,비고,종목코드,국적,상장유형,증권구분,상장일,철회일,상장주선인/지정자문인,업종,액면가 (원),공모가 (원),공모금액 (천원),최초상장주식수 (주),유통가능주식수(주),유통비율,공모주식수,신주모집수량,구주매출수량,신주비중,구주비중,인수수수료,수수료율,수요예측 경쟁률,일반청약 경쟁률,기관투자자 참여건수,기관투자자 참여건수(국내),기관투자자 참여건수(해외),일반청약자 청약건수,의무보유 확약,청약증거금(백만원),수요예측일(시작),수요예측일(마감),청약일(시작),청약일(마감),납입일,희망공모가하단(원),희망공모가상단(원),결정 수준,주당평가가액(원),할인율(하단),할인율(상단),상장요건,평가등급(상위),평가등급(하위),가치평가방법,증권신고서 상 멀티플
~,,NEW_자동추가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원일티엔아이,"수소저장합금, 고압연소식기화기",,136150,대한민국,신규상장,주권,2025-05-09,,엔에이치투자증권(주),일반 목적용 기계 제조업,500,"13,500","16,200,000","8,381,030",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
오가노이드사이언스,"오가노이드 기반 재생치료제, 오가노이드 기반 신소재평가 솔루션",,476040,대한민국,신규상장,주권,2025-05-09,,한국투자증권(주),자연과학 및 공학 연구개발업,500,"21,000","25,200,000","6,505,950",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
나우로보틱스,산업용로봇 및 로봇자동화시스템,,459510,대한민국,신규상장,주권,2025-05-08,,"대신증권(주),iM증권",특수 목적용 기계 제조업,500,"6,800","17,000,000","12,547,732",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
쎄크,"X-ray 검사장비, LINAC, Tabletop SEM",,081180,대한민국,신규상장,주권,2025-04-28,,신영증권(주),일반 목적용 기계 제조업,500,"15,000","18,000,000","8,725,535",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국피아이엠,"내연기관 부품(터보차저, DCT변속기), IT 부품(스마트워치/스마트링), 자율주행 부품(카메라 모듈 케이스)",,448900,대한민국,이전상장,주권,2025-04-04,,IBK투자증권(주),자동차 신품 부품 제조업,500,"11,200","14,560,000","6,004,457",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이유브랜즈,"레인부츠, 스니커즈, 겨울화, 패션잡화 등",,481070,대한민국,신규상장,주권,2025-04-03,,한국투자증권(주),"섬유, 의복, 신발 및 가죽제품 소매업",100,"16,000","32,000,000","14,160,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
더즌,디지털뱅킹 솔루션(B2B 금융 서비스),,462860,대한민국,신규상장,주권,2025-03-24,,한국투자증권(주),전기 통신업,100,"9,000","22,500,000","23,561,578",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
심플랫폼,NUBISON AIoT(산업용 데이터 수집과 산업용 AI서비스 운영),,444530,대한민국,신규상장,주권,2025-03-21,,KB증권(주),소프트웨어 개발 및 공급업,500,"15,000","13,800,000","6,135,447",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한텍,"열교환기 등 화공기기, 저장용 탱크",,098070,대한민국,신규상장,주권,2025-03-20,,대신증권(주),일반 목적용 기계 제조업,"5,000","10,800","35,737,200","11,121,141",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
티엑스알로보틱스,"물류자동화, 로봇자동화, AMR/AGV",,484810,대한민국,신규상장,주권,2025-03-20,,"신한투자증권 주식회사,엔에이치투자증권(주)",일반 목적용 기계 제조업,500,"13,500","41,517,900","15,450,915",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한화플러스제5호스팩,-,,498390,대한민국,신규상장,주권,2025-03-20,,한화투자증권(주),금융 지원 서비스업,100,"2,000","9,500,000","4,960,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
씨케이솔루션,"드라이룸/클린룸 등 건물용 기계, 장비 설치 공사업",,480370,대한민국,신규상장,주권,2025-03-17,,엔에이치투자증권(주),"건축기술, 엔지니어링 및 관련 기술 서비스업",100,"15,000","22,500,000","10,934,861",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
서울보증보험,"보증보험, 신용보험 등",,031210,대한민국,신규상장,주권,2025-03-14,,"미래에셋증권 주식회사,삼성증권(주)",보험업,"2,500","26,000","181,536,160","69,821,598",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엠디바이스,반도체기억장치,,226590,대한민국,신규상장,주권,2025-03-07,,삼성증권(주),전자부품 제조업,500,"8,350","10,521,000","10,567,784",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대진첨단소재,"이차전지 공정용 대전방지트레이, 대전방지코팅액, 이차전지용 PET이형필름",,393970,대한민국,신규상장,주권,2025-03-06,,미래에셋증권 주식회사,플라스틱제품 제조업,500,"9,000","27,000,000","14,796,820",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엘케이켐,"반도체 소재(CP, PCP, DIS) 등",,489500,대한민국,신규상장,주권,2025-02-25,,신영증권(주),기타 화학제품 제조업,100,"21,000","21,000,000","6,278,056",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
위너스,"배선기구(스위치, 콘센트, 멀티탭), 전기차 충전기(급속, 완속)",,479960,대한민국,신규상장,주권,2025-02-24,,미래에셋증권 주식회사,기타 전기장비 제조업,200,"8,500","14,450,000","6,851,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
모티브링크,"EV용 Main Transformer, EV용 Line Filter",,463480,대한민국,신규상장,주권,2025-02-20,,미래에셋증권 주식회사,전자부품 제조업,200,"6,000","18,123,540","12,390,358",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
동국생명과학,"조영제 완제 및 원료, 의료기기 유통",,303810,대한민국,신규상장,주권,2025-02-17,,"엔에이치투자증권(주),KB증권(주)",의약품 제조업,500,"9,000","18,000,000","15,992,070",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
오름테라퓨틱,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,,475830,대한민국,신규상장,주권,2025-02-14,,한국투자증권(주),기초 의약물질 제조업,100,"20,000","50,000,000","20,929,118",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
동방메디컬,"필러, 한방침",,240550,대한민국,신규상장,주권,2025-02-13,,엔에이치투자증권(주),의료용 기기 제조업,500,"10,500","31,500,000","20,586,940",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이에스티이,반도체 제조용 장비,,212710,대한민국,신규상장,주권,2025-02-12,,KB증권(주),반도체 제조업,500,"11,400","14,820,000","8,999,478",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
LG씨엔에스,"컨설팅, 시스템 구축/운영, 토탈 아웃소싱 및 AI, 클라우드·스마트팩토리 등 IT신기술 기반의 DX사업",,064400,대한민국,신규상장,주권,2025-02-05,,"KB증권(주),메릴린치인터내셔날엘엘씨증권 서울지점,모간스탠리인터내셔날증권회사 서울지점","컴퓨터 프로그래밍, 시스템 통합 및 관리업",500,"61,900","1,199,448,061","96,885,948",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
피아이이,AI 비전 솔루션 및 스마트팩토리 솔루션,,452450,대한민국,신규상장,주권,2025-02-04,,삼성증권(주),특수 목적용 기계 제조업,100,"5,000","18,000,000","35,826,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이지넷,"보험 서비스 어플리케이션, 기업용 보험 솔루션",,462980,대한민국,신규상장,주권,2025-02-04,,한국투자증권(주),기타 정보 서비스업,500,"7,000","14,000,000","18,234,437",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
삼양엔씨켐,"반도체 포토레지스트용 기초화합물(KrF PR용 소재, ArF PR용 소재, Wet Chemical)",,482630,대한민국,신규상장,주권,2025-02-03,,KB증권(주),기타 화학제품 제조업,500,"18,000","19,800,000","10,830,140",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
와이즈넛,"검색엔진, 챗봇, 클라우드서비스",,096250,대한민국,신규상장,주권,2025-01-24,,삼성증권(주),소프트웨어 개발 및 공급업,500,"17,000","15,300,000","13,065,612",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
데이원컴퍼니,성인대상 교육서비스,,373160,대한민국,신규상장,주권,2025-01-24,,"미래에셋증권 주식회사,삼성증권(주)",기타 교육기관,500,"13,000","17,693,000","13,605,424",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아스테라시스,"피부 미용의료기기 제조, 판매",,450950,대한민국,신규상장,주권,2025-01-24,,DB증권주식회사,의료용 기기 제조업,100,"4,600","16,790,000","36,514,642",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
미트박스,축산물 도소매 판매 및 중개,,475460,대한민국,신규상장,주권,2025-01-23,,미래에셋증권 주식회사,기타 정보 서비스업,100,"19,000","19,000,000","5,559,750",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유안타제17호스팩,금융 지원 서비스업,,493790,대한민국,신규상장,주권,2025-01-23,,유안타증권(주),금융 지원 서비스업,100,"2,000","10,000,000","5,310,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
오션스바이오,전자약,,332190,대한민국,신규상장,주권,2025-01-14,,교보증권(주),의료용 기기 제조업,100,-,-,"1,477,839",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
파인메딕스,"인젝터, 스네어, 나이프, 포셉 등 내시경용 시술기구",,387570,대한민국,신규상장,주권,2024-12-26,,한국투자증권(주),의료용 기기 제조업,100,"10,000","9,000,000","5,625,900",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
쓰리에이로직스,NFC/IoT SoC 및 모듈,,177900,대한민국,신규상장,주권,2024-12-24,,"신한투자증권 주식회사,미래에셋증권 주식회사",반도체 제조업,500,"11,000","20,431,400","9,286,800",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
창대정밀,정밀금형 및 사출품,,368030,대한민국,신규상장,주권,2024-12-23,,아이비케이투자증권(주),특수 목적용 기계 제조업,"5,000",-,-,"1,749,307",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
신한제14호스팩,금융 지원 서비스업,,487360,대한민국,신규상장,주권,2024-12-23,,신한투자증권 주식회사,금융 지원 서비스업,100,"2,000","10,000,000","5,640,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유비씨,"디지털트윈 구현 플랫폼(Flexing CPS, Flexing DT 등)",,495810,대한민국,신규상장,주권,2024-12-23,,아이비케이투자증권(주),소프트웨어 개발 및 공급업,100,-,-,"2,500,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
GS피앤엘,지주회사,,499790,대한민국,재상장,주권,2024-12-23,,엔에이치투자증권(주),기타 금융업,"1,000",-,-,"19,830,841",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
듀켐바이오,방사성의약품,,176750,대한민국,이전상장,주권,2024-12-20,,엔에이치투자증권(주),의약품 제조업,500,"8,000","11,440,000","28,455,220",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
키움제10호스팩,기업 인수합병,,487720,대한민국,신규상장,주권,2024-12-20,,키움증권(주),금융 지원 서비스업,100,"2,000","7,800,000","4,230,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
온코닉테라퓨틱스,"자큐보정(Zastaprazan, 소화기질환 신약), Nesuparib(표적항암제 신약)",,476060,대한민국,신규상장,주권,2024-12-19,,엔에이치투자증권(주),자연과학 및 공학 연구개발업,500,"13,000","20,150,000","10,803,960",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
온코크로스,AI플랫폼 기반 신약개발 용역서비스,,382150,대한민국,신규상장,주권,2024-12-18,,미래에셋증권 주식회사,자연과학 및 공학 연구개발업,500,"7,300","10,387,900","11,857,937",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
벡트,"프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등",,457600,대한민국,신규상장,주권,2024-12-16,,신한투자증권 주식회사,영상 및 음향기기 제조업,100,"3,900","18,525,000","13,707,500",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엠앤씨솔루션,방위산업용 유압식/전기식 부품 및 시스템,,484870,대한민국,신규상장,주권,2024-12-16,,KB증권(주),특수 목적용 기계 제조업,100,"65,000","156,000,000","9,153,900",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이엠시지,심자계,,495900,대한민국,신규상장,주권,2024-12-13,,대신증권(주),의료용 기기 제조업,500,-,-,"4,915,384",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
KB제31호스팩,기업인수합병,,492220,대한민국,신규상장,주권,2024-12-12,,KB증권(주),금융 지원 서비스업,100,"2,000","12,000,000","6,210,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
키움제11호스팩,기업 인수합병,,489480,대한민국,신규상장,주권,2024-12-11,,키움증권(주),금융 지원 서비스업,100,"2,000","10,000,000","6,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
디비금융제13호스팩,기업인수 및 합병,,489730,대한민국,신규상장,주권,2024-11-28,,DB증권주식회사,기타 금융업,100,"2,000","12,000,000","6,332,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
교보17호스팩,기업인수합병,,489210,대한민국,신규상장,주권,2024-11-21,,교보증권(주),금융 지원 서비스업,100,"2,000","10,000,000","5,180,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
위츠,"무선충전소재, 부품 제조",,459100,대한민국,신규상장,주권,2024-11-20,,신한투자증권 주식회사,전자부품 제조업,500,"6,400","19,200,000","12,416,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대신밸런스제19호스팩,기업 인수 및 합병,,482690,대한민국,신규상장,주권,2024-11-20,,대신증권(주),금융 지원 서비스업,100,"2,000","11,000,000","5,615,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
사이냅소프트,"웹 기반 문서뷰어, 문서필터, 웹 에디터 등",,466410,대한민국,신규상장,주권,2024-11-19,,엔에이치투자증권(주),소프트웨어 개발 및 공급업,500,"24,500","24,745,000","5,037,023",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하나34호스팩,기업인수목적,,484130,대한민국,신규상장,주권,2024-11-19,,하나증권주식회사,금융 지원 서비스업,100,"2,000","8,000,000","4,520,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엠오티,이차전지 제조 자동화 설비,,413390,대한민국,신규상장,주권,2024-11-18,,한국투자증권(주),특수 목적용 기계 제조업,500,"10,000","17,500,000","11,580,180",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에스켐,OLED 유기화합물 등,,475660,대한민국,신규상장,주권,2024-11-18,,엔에이치투자증권(주),기타 화학제품 제조업,500,"10,000","19,500,000","7,781,835",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
신한제15호스팩,금융 지원 서비스업,,487830,대한민국,신규상장,주권,2024-11-15,,신한투자증권 주식회사,금융 지원 서비스업,100,"2,000","7,800,000","4,350,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
쓰리빌리언,유전체 분석 기반 희귀 유전질환 진단 검사 서비스,,394800,대한민국,신규상장,주권,2024-11-14,,한국투자증권(주),의료용 기기 제조업,100,"4,500","14,400,000","31,444,038",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
닷밀,"실감미디어 콘텐츠 및 시설 구축, 전시 및 테마파크 운영",,464580,대한민국,신규상장,주권,2024-11-13,,미래에셋증권 주식회사,"영화, 비디오물, 방송프로그램 제작 및 배급업",500,"13,000","15,600,000","9,147,948",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
노머스,"공연기획 및 MD, Fromm 플랫폼",,473980,대한민국,신규상장,주권,2024-11-12,,대신증권(주),창작 및 예술관련 서비스업,500,"30,200","34,126,000","10,709,617",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에어레인,기체분리막 모듈 및 시스템,,163280,대한민국,신규상장,주권,2024-11-08,,신영증권(주),일반 목적용 기계 제조업,100,"23,000","27,600,000","8,174,789",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
토모큐브,"홀로토모그래피 HT-X1, HT-2H",,475960,대한민국,신규상장,주권,2024-11-07,,대신증권(주),사진장비 및 광학기기 제조업,500,"16,000","32,000,000","12,731,194",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
더본코리아,프랜차이즈,,475560,대한민국,신규상장,주권,2024-11-06,,"한국투자증권(주),엔에이치투자증권(주)",상품 종합 도매업,500,"34,000","102,000,000","14,466,030",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이치이엠파마,"맞춤형 헬스케어, LBP 디스커버리 플랫폼",,376270,대한민국,신규상장,주권,2024-11-05,,신한투자증권 주식회사,자연과학 및 공학 연구개발업,500,"23,000","16,031,000","6,962,039",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
탑런토탈솔루션,전장디스플레이 및 pOLED 부품,,336680,대한민국,신규상장,주권,2024-11-01,,KB증권(주),전자부품 제조업,500,"18,000","45,000,000","19,572,779",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이럭스,교육용 드론/로봇 및 코딩 콘텐츠,,475580,대한민국,신규상장,주권,2024-11-01,,한국투자증권(주),그외 기타 제품 제조업,200,"16,000","24,000,000","13,237,930",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
성우,"이차전지 부품(2170 Topcap Ass'y, S4623 등), 자동차 전장부품(Motor Housing, EV Relay 등)",,458650,대한민국,신규상장,주권,2024-10-31,,한국투자증권(주),일차전지 및 이차전지 제조업,500,"32,000","96,000,000","15,045,670",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유진스팩11호,기업인수합병,,488060,대한민국,신규상장,주권,2024-10-31,,유진투자증권(주),금융 지원 서비스업,100,"2,000","9,000,000","4,720,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
타조엔터테인먼트,"공연기획, 방송·공연",,476710,대한민국,신규상장,주권,2024-10-30,,아이비케이투자증권(주),창작 및 예술관련 서비스업,100,-,-,"1,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
클로봇,"로봇 소프트웨어(카멜레온, 크롬스)",,466100,대한민국,신규상장,주권,2024-10-28,,미래에셋증권 주식회사,소프트웨어 개발 및 공급업,500,"13,000","39,000,000","23,942,906",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이치엔에스하이텍,"ACF(이방성전도필름), 수정진동자/수정발진기",,044990,대한민국,이전상장,주권,2024-10-25,,미래에셋증권 주식회사,전자부품 제조업,500,"22,000","11,000,000","8,036,064",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
웨이비스,"GaN RF 칩, 패키지 트랜지스터, 모듈 등",,289930,대한민국,신규상장,주권,2024-10-25,,대신증권(주),반도체 제조업,500,"15,000","22,350,000","12,420,111",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
씨메스,AI 기반 로봇 솔루션 및 3D 비전 솔루션,,475400,대한민국,신규상장,주권,2024-10-24,,"유진투자증권(주),삼성증권(주)",특수 목적용 기계 제조업,500,"30,000","78,000,000","11,437,710",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한켐,OLED 발광층 소재 등,,457370,대한민국,신규상장,주권,2024-10-22,,신영증권(주),기초 화학물질 제조업,500,"18,000","28,800,000","8,027,134",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
루미르,"인공위성 시스템 및 전장품, 위성 영상 및 정보",,474170,대한민국,신규상장,주권,2024-10-21,,엔에이치투자증권(주),"항공기,우주선 및 부품 제조업",500,"12,000","28,800,000","17,154,696",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
와이제이링크,SMT(PCB 표면실장) 이송 및 추적장비 등 스마트 공정장비,,209640,대한민국,신규상장,주권,2024-10-18,,KB증권(주),특수 목적용 기계 제조업,500,"12,000","42,720,000","14,221,573",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
인스피언,"SAP 보안 솔루션, SAP PO/CPI 컨설팅, EDI SaaS 플랫폼",,465480,대한민국,신규상장,주권,2024-10-18,,한국투자증권(주),소프트웨어 개발 및 공급업,100,"12,000","27,000,000","10,137,772",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
셀비온,"셀비온그린주, 셀비온메브로페닌주, 도페정 등",,308430,대한민국,신규상장,주권,2024-10-16,,대신증권(주),의약품 제조업,500,"15,000","28,665,000","12,739,009",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
제닉스,"Stocker, AGV/AMR",,381620,대한민국,신규상장,주권,2024-09-30,,신영증권(주),특수 목적용 기계 제조업,100,"40,000","26,400,000","4,372,640",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한화인더스트리얼솔루션즈,비금융지주회사,,489790,대한민국,재상장,주권,2024-09-27,,엔에이치투자증권(주),기타 금융업,500,-,-,"50,488,390",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
KB제30호스팩,기업인수합병,,486630,대한민국,신규상장,주권,2024-09-25,,KB증권(주),금융 지원 서비스업,100,"2,000","10,000,000","5,310,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이언디바이스,스마트폰용 오디오 앰프 반도체 Soc,,464500,대한민국,신규상장,주권,2024-09-23,,대신증권(주),반도체 제조업,500,"7,000","21,000,000","13,653,263",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
미래에셋비전스팩7호,기업인수합병,,482680,대한민국,신규상장,주권,2024-09-11,,미래에셋증권 주식회사,금융 지원 서비스업,100,"2,000","15,900,000","8,215,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이스크림미디어,"교육출판, 커머스, 연수",,461300,대한민국,신규상장,주권,2024-08-30,,삼성증권(주),소프트웨어 개발 및 공급업,500,"32,000","78,700,000","13,063,433",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이엔셀,"첨단바이오의약품 위탁개발생산(CDMO) 서비스 / 차세대 세포,유전자 치료제",,456070,대한민국,신규상장,주권,2024-08-23,,엔에이치투자증권(주),기초 의약물질 제조업,500,"15,300","23,972,040","9,349,954",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
M83,VFX,,476080,대한민국,신규상장,주권,2024-08-22,,신영증권(주),"영화, 비디오물, 방송프로그램 제작 및 배급업",100,"16,000","24,000,000","7,785,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대신밸런스제18호스팩,금융 지원 서비스업,,478780,대한민국,신규상장,주권,2024-08-22,,대신증권(주),금융 지원 서비스업,100,"2,000","13,000","7,910,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
티디에스팜,"경피약물전달시스템(습포제, 첩부제)",,464280,대한민국,신규상장,주권,2024-08-21,,한국투자증권(주),의약품 제조업,100,"13,000","13,000,000","5,530,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
넥스트바이오메디컬,"내시경용 지혈재, 혈관색전 미립구",,389650,대한민국,신규상장,주권,2024-08-20,,한국투자증권(주),의료용 기기 제조업,500,"29,000","29,000,000","8,008,066",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이쓰리아이,XR 실감형콘텐츠,,431190,대한민국,신규상장,주권,2024-08-20,,하나증권주식회사,소프트웨어 개발 및 공급업,500,"15,500","21,700,000","7,486,442",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
전진건설로봇,콘크리트 펌프카,,079900,대한민국,신규상장,주권,2024-08-19,,미래에셋증권 주식회사,특수 목적용 기계 제조업,500,"16,500","50,781,225","15,360,574",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유라클,모바일 앱 개발 플랫폼,,088340,대한민국,신규상장,주권,2024-08-16,,키움증권(주),소프트웨어 개발 및 공급업,500,"21,000","15,771,000","4,330,068",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
교보16호스팩,기업인수합병,,482520,대한민국,신규상장,주권,2024-08-13,,교보증권(주),금융 지원 서비스업,100,"2,000","11,600,000","6,100,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
뱅크웨어글로벌,국내외 은행 및 금융기업 대상 코어뱅킹 소프트웨어,,199480,대한민국,신규상장,주권,2024-08-12,,미래에셋증권 주식회사,소프트웨어 개발 및 공급업,500,"16,000","22,400,000","10,000,988",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이빔테크놀로지,"생체현미경, CRO 서비스",,460470,대한민국,신규상장,주권,2024-08-06,,삼성증권(주),사진장비 및 광학기기 제조업,500,"10,000","22,340,000","14,965,620",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
피앤에스미캐닉스,보행재활로봇 시스템,,460940,대한민국,신규상장,주권,2024-07-31,,키움증권(주),의료용 기기 제조업,500,"22,000","29,700,000","6,471,740",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
산일전기,"유입, 몰드, 주상, 건식 변압기 등",,062040,대한민국,신규상장,주권,2024-07-29,,미래에셋증권 주식회사,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",500,"35,000","266,000,000","30,445,200",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이치에스효성,지주사업,,487570,대한민국,재상장,주권,2024-07-29,,KB증권(주),기타 금융업,"5,000",-,-,"3,725,927",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
엔에이치스팩31호,금융지원서비스업,,481890,대한민국,신규상장,주권,2024-07-26,,엔에이치투자증권(주),금융 지원 서비스업,100,"2,000","12,000,000","6,345,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
